X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
-8334119.21072308,4878059.45220101,2772,8140,6585,BURLINGTON,US,40.083333,-74.866667,40,5,N,74,52,W,CP03,12314,V,RN,E,N,N,Y,Y,Y,P,M,P,O,6,M, ,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y, , , , , ,Y, , , , , ,C, , 
-8404621.55489215,5574415.62665529,2773,2770,2750,OGDENSBURG,US,44.7,-75.5,44,42,N,75,30,W,CP06,14764,S,RN,E,N,N,N,N,Y,N,E,L, ,0, ,Y,Y,Y, ,Y,Y, , , ,N,Y,Y,Y, ,Y, , ,Y,Y,Y,Y, , , , ,Y, , ,N, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,C,S,S
-8194969.84723149,5014800.30427624,2774,7610,6585,GREENWICH,US,41.016667,-73.616667,41,1,N,73,37,W,CP02,12367,V,CN,E,N,N,Y,Y,N,P,P,O, ,7,M, , ,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,B, , 
-8200535.82177115,5012341.66384751,2775,7620,6585,PORT CHESTER,US,41,-73.666667,41,0,N,73,40,W,CP02,12367,V,RN,G,N,N,N,Y,Y,P,P,O, ,7,M, , ,N,N,N,N,N, , , ,N,Y,Y, ,Y, , , , ,Y, , , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, ,Y, , ,C, ,S
-9783127.91588219,5317046.89722639,2776,4860,4570,MILWAUKEE,US,43.033333,-87.883333,43,2,N,87,53,W,CP06,14924,M,RN,E,N,N,Y,Y,Y,M,N,M,L,0,M,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, , 
-8332263.88587653,4880484.66566228,2777,8150,6585,BRISTOL,US,40.1,-74.85,40,6,N,74,51,W,CP03,12314,V,RN,E,N,N,Y,Y,Y,M,M,J,J,6,M, , ,Y,N,N,Y, , , , ,Y,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , , , , , , , , , ,S
-8451004.67605602,5517172.0260157,2778,2790,2750,ALEXANDRIA BAY,US,44.333333,-75.916667,44,20,N,75,55,W,CP06,14772,V,RN,E,N,N,N,N,N,O,O,O, ,0,M, , ,Y, ,N,Y, , , ,N,N,Y,Y, ,Y, , , , , ,Y, , , , ,N, , ,N, , , , ,Y, , , , , , , ,Y,Y,Y,Y, , , , , 
-7888841.24754999,5284108.14638928,2779,7190,6585,NEWBURYPORT,US,42.816667,-70.866667,42,49,N,70,52,W,CP01,13282,V,RN,G,Y,N,N,Y,Y,O,O,P, ,8,M,Y, ,N,N,N,Y, , , ,N,N,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y, , , , ,S
-7861011.37485167,5261371.9619387,2780,7200,6585,ROCKPORT,US,42.666667,-70.616667,42,40,N,70,37,W,CP01,13279,V,CB,G,Y,N,N,Y,N,P,P,P, ,9,M, , ,N,N,N, ,Y, , ,N,N,Y,Y, ,Y, , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , , , , 
-8322987.26164375,4895048.44056167,2781,8160,6585,TRENTON,US,40.2,-74.766667,40,12,N,74,46,W,CP03,12314,V,RN,E,Y,N,Y,Y,Y,N,M,M,O,7,M, , ,Y,N,N,Y, , , , , ,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N,Y, , , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,C, , 
-8465847.27482845,5501622.34381059,2782,2800,2750,CLAYTON,US,44.233333,-76.05,44,14,N,76,3,W,CP06,14774,V,RN,E,N,N,N,N,N,M,J,M, ,0,M, , ,Y, ,N,N,N, , ,N,N,Y,Y, ,Y, ,Y,Y, , ,Y, , , , ,N, , ,N,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,C, ,S
-9781272.59103564,5370502.3003887,2783,4870,4570,PORT WASHINGTON,US,43.383333,-87.866667,43,23,N,87,52,W,CP06,14904,S,CB,F,N,N,Y,Y,Y,M,M,M, ,0,M,Y,Y,Y,N,Y,Y, , , , ,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, , 
-11718231.7308386,2346228.43805564,2784,15790,15700,PUERTO VALLARTA,MX,20.616667,-105.266667,20,37,N,105,16,W,153,21338,S,RB,G,N,N,N,N,N,J,E,K, ,1,L,Y,Y,N,Y,Y,Y,Y, , ,N,N,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y, , , , , , , , , , ,N,N,N,N,Y,Y,Y, , , ,N, , 
-7579001.99817538,5524956.81011068,2785,6680,6585,WINTER HARBOR,US,44.383333,-68.083333,44,23,N,68,5,W,CP01,13322,V,CN,G,Y,N,N,Y,N,F,F,P, ,10,M,Y,Y,N,N,Y,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , ,Y,Y,Y, ,Y, , ,C, ,S
-11846249.1452509,2656223.23993554,2786,15810,15700,MAZATLAN,MX,23.2,-106.416667,23,12,N,106,25,W,153,21301,M,RN,G, ,Y, ,Y,N,J,D,J, ,1,L,N,Y,Y,Y,Y,Y,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y,N,N,N, , , , ,Y,Y, , ,Y,Y,Y,Y,Y, , ,B, ,M
-8358238.43372829,4626622.24316352,2787,8170,6585,OCEAN CITY,US,38.333333,-75.083333,38,20,N,75,5,W,CP03,12211,V,CN,E,Y,N,Y,Y,Y,P,P,P, ,3,M, , ,Y,N,N, , , , , , ,Y,Y, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,B, ,S
-8541915.59353719,5496444.98987784,2788,2830,2820,MILLHAVEN,CA,44.2,-76.733333,44,12,N,76,44,W,C302,14802,V,CN,E,N,N,Y, , ,O,O,P, ,0, , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , ,Y,Y,Y, , , , , , , , , , , , 
-9762719.34257009,5426835.26546853,2789,4880,4570,SHEBOYGAN,US,43.75,-87.7,43,45,N,87,42,W,CP06,14922,S,RN,F,N,N,Y,Y,Y,O,K,O, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,C, ,S
-7590133.9472547,5537946.24029726,2790,6690,6585,SORRENTO,US,44.466667,-68.183333,44,28,N,68,11,W,CP01,13318,V,CN,F,N,N,N,Y,N,P,P,P, ,10,M,Y,Y,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , ,Y,Y,Y, , , , , , , 
-12141245.795853,2949622.98433126,2791,15830,15700,TOPOLOBAMPO,MX,25.6,-109.066667,25,36,N,109,4,W,153,21014,S,CN,E, ,Y, ,Y,Y,H,G,J,H,3,L, ,Y,Y,N,Y,Y,Y, , , , ,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y, , , , , , , , , , ,Y, , , , , ,Y,Y,Y, , ,C, ,S
-8462136.62513535,4476342.15032831,2792,8180,6585,CAPE CHARLES,US,37.266667,-76.016667,37,16,N,76,1,W,CP03,12224,V,CN,E,N,N,N,Y,N,N,O,O, ,2,M, ,Y,Y,N,N,Y, , , , , ,Y,Y, ,Y, , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , , , , 
-12347186.8538206,3238471.41959969,2793,15850,15700,GUAYMAS,MX,27.916667,-110.916667,27,55,N,110,55,W,153,21182,S,CB,G,N,N,N,Y, ,L,G,J,L,3,L,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y, , , ,Y, ,Y,Y, ,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y, , ,C, ,S
-7591989.27210126,5524956.81011068,2794,6700,6585,BAR HARBOR,US,44.383333,-68.2,44,23,N,68,12,W,CP01,13323,V,CN,F,N,N,N,Y,N,N,P,O, ,10,M,Y,Y,Y,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , ,Y,Y,Y, ,Y, , ,C, ,S
-8586443.3898545,5468021.75073717,2795,2880,2820,PICTON,CA,44.016667,-77.133333,44,1,N,77,8,W,C302,CA2006,V,CN,E,N,N,Y,Y,N,P,O,P, ,0,M, , ,Y,N, ,Y, , , ,N,N,Y,N, , , , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y, , , , , 
-9757153.36803043,5480930.4774991,2796,4890,4570,MANITOWOC,US,44.1,-87.65,44,6,N,87,39,W,CP06,14922,M,RN,F,N,N,Y,Y,Y,N,M,N, ,0,L,Y,Y,Y,N,N,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y, , , , ,Y, , ,N,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,A,L, 
-12499323.4912381,3165179.42724657,2797,15870,15700,SANTA ROSALIA,MX,27.333333,-112.283333,27,20,N,112,17,W,153,21161,S,CB,F, , , , , ,K,A,M,L,1, ,Y, ,Y, ,Y,Y,Y, , , ,N,Y, ,Y, , ,Y, ,N,N, ,Y, , , ,Y, , ,Y,Y, , , , , ,Y,Y, , , , ,Y,Y, , , , ,C, ,M
-8415753.50397148,4631353.79531981,2798,8190,6585,SALISBURY,US,38.366667,-75.6,38,22,N,75,36,W,CP03,12261,V,RN,E,N,N,Y,Y,Y,P,P,P, ,3,M, , ,Y,N,N,Y, , , , , ,Y,Y, ,Y, , , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,A, ,L
-9206121.88860372,5457707.82568852,2799,4380,4300,PORT HOPE,US,43.95,-82.7,43,57,N,82,42,W,CP06,14862,V,OR,P,N,N,Y,Y,Y,P,K,P, ,0,L,Y,Y,Y,N,N,Y, , , ,N,N, , , , , , , , , , , , , , , , , ,N, , , , , , , , , , , , , , , , , , , , , 
-8616128.58739937,5488684.44791228,2800,2930,2820,BELLEVILLE,CA,44.15,-77.4,44,9,N,77,24,W,C302,CA2007,S,CN,E,N,N,Y,Y,Y,O,N,O,O,0,M, ,Y,Y,N, ,Y, , , ,N,Y,Y,N, , , , ,Y,Y,Y,Y, , , , ,Y, , ,N, , , , , , , ,N, , , , ,Y, ,Y,Y,Y,Y,C, ,S
-12478914.917926,3146395.55770175,2801,15880,15700,ISLA SAN MARCOS,MX,27.183333,-112.1,27,11,N,112,6,W,153,21161,V,OR,P,Y,Y, , , , ,E,H, ,0,M, , ,Y, , ,Y,Y, , , , , , ,Y, , ,Y,Y,N, ,Y, , , , ,Y, , , , , , , , , , , , , , , , ,Y, ,Y, , ,N, , 
-8469557.92452156,4798357.49243286,2802,8200,6585,HAVRE DE GRACE,US,39.533333,-76.083333,39,32,N,76,5,W,CP03,12274,V,RN,G,N,N,N,Y,Y,O,N,O,O,2,M, , ,N,N,N,Y, , , , , ,Y,Y, ,Y, , , , ,Y,Y, , , , ,Y, , ,N, , , , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, ,S
-9335994.62786254,5403748.49152924,2803,4400,4300,BAY CITY,US,43.6,-83.866667,43,36,N,83,52,W,CP06,14867,S,RN,E,N,N,Y, ,Y,L,M,M,N,0,M,Y,Y,Y,N,N,Y, , , ,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , , , ,Y, , ,N,Y,Y, , ,Y, , ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,A,S, 
-8634681.83586492,5480930.4774991,2804,2940,2820,TRENTON,CA,44.1,-77.566667,44,6,N,77,34,W,C302,CA2069,S,RN,E,N,N,Y,Y,Y,O,O,Q,Q,0, , , ,Y,N, ,Y, , , , , ,Y,N, , , , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , , ,Y, ,Y,Y,Y,C, ,S
-8525217.6699182,4759941.58621193,2805,8210,6585,BALTIMORE,US,39.266667,-76.583333,39,16,N,76,35,W,CP03,12281,L,RN,G,N,N,N,Y,Y,G,G,G,J,1,L, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
-12323067.6308154,2802226.15699125,2806,15915,15700,SAN JUAN DE LA COSTA,MX,24.4,-110.7,24,24,N,110,42,W,153,21120,V,OR,P, , , ,Y, , , ,K, ,2,L, , , , ,Y,Y,Y, , , ,N,Y, ,Y, , ,Y,Y,Y, ,Y, , , , , , , , , , , , , , , , , , , , ,N,Y, , , , , , , 
-8701473.53034088,5457707.82568852,2807,2960,2820,COBOURG,CA,43.95,-78.166667,43,57,N,78,10,W,C302,CA2070,S,CB,E,N,N,Y,Y, ,O,M,O,P,0,M, , ,Y,Y, ,Y, , ,N,N, ,Y,N, , , , ,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y, ,Y,Y, , ,C, , 
-8514085.72083887,4719284.49668704,2808,8225,6585,ANNAPOLIS,US,38.983333,-76.483333,38,59,N,76,29,W,CP03,12283,V,RN,E,N,N,N,Y,Y,N,K,O, ,1,M,Y, ,Y,Y,Y,Y, , , , , ,Y, , ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , ,Y, , , ,Y, , , ,Y,Y, ,Y,Y,Y,C, ,S
-9174581.3662123,5309435.35430371,2809,3700,3640,SARNIA,CA,42.983333,-82.416667,42,59,N,82,25,W,C304,14852,S,RN,E,N,N,Y,N,N,N,L,M,M,0,L,Y,Y,Y,N,Y,Y, , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y, , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A, ,S
-7601265.89633403,5511985.85679308,2810,6710,6585,NORTHEAST HARBOR,US,44.3,-68.283333,44,18,N,68,17,W,CP01,13321,V,CN,F,N,N,N,Y,N,O,O,P, ,0,M,Y,Y,Y,N,N,Y,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y, ,Y, , ,C, , 
-8714460.80426677,5455131.15259908,2811,2970,2820,PORT HOPE,CA,43.933333,-78.283333,43,56,N,78,17,W,C302,CA2053,S,CB,E,N,N,Y,Y, ,P,O,N, ,0,M, , ,Y,Y, ,Y, , ,N,Y, , , , , , ,Y,Y, ,Y,Y, , , , ,Y, , ,N, , , , , , , ,N,Y, , , ,Y,Y, , , , , , , 
-8510375.07114577,4624257.2833319,2812,8227,6585,SOLOMONS ISLAND,US,38.316667,-76.45,38,19,N,76,27,W,CP03,12284,V,RN,E,N,N,N,N,Y,L,L,P, ,1,M,Y, ,N,N,N,Y, , , , , ,Y,N, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y, ,Y, , ,C, ,S
-8773831.19935651,5444831.67424156,2813,2980,2820,OSHAWA,CA,43.866667,-78.816667,43,52,N,78,49,W,C302,CA2050,S,CB,E,N,N,Y,Y, ,L,L,M, ,0,M, ,Y,Y,N, ,Y, , ,N,Y, ,Y,N, , ,Y,Y,N,Y,Y,Y, , , , ,Y, , ,N, ,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C, , 
-7604976.54602714,5509393.87631957,2814,6720,6585,SOUTHWEST HARBOR,US,44.283333,-68.316667,44,17,N,68,19,W,CP01,13321,V,CN,G,N,N,N,Y,N,K,H,O, ,10,M,Y, ,Y,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,A, ,S
-9174581.3662123,5311971.84694547,2815,3710,3640,POINT EDWARD,CA,43,-82.416667,43,0,N,82,25,W,C304,14852,S,RN,E,N,N,Y,N,N,M,L,M, ,0,L,Y, ,N,N,N,Y, , , ,N,N, , , ,Y, ,Y, , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,N,N, , , 
-7606831.87087369,5522361.14385891,2816,6730,6585,MOUNT DESERT,US,44.366667,-68.333333,44,22,N,68,20,W,CP01,13318,V,CN,F,Y,N,N,Y,Y,M,M,N, ,11,M, , ,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y,Y, , ,C, ,S
-8786818.47328239,5442258.60504521,2817,2990,2820,PORT WHITBY,CA,43.85,-78.933333,43,51,N,78,56,W,C302,CA2049,S,CB,E,N,N,Y,Y, ,P,O,M,Q,0,M, , ,N,N,Y,Y, , , ,Y,N,Y,N, , , , , , ,Y,Y, , , , , , , ,N,Y, , , , ,Y, , ,Y, , , ,Y,Y,Y, , , ,C,S, 
-8575311.44077517,4702590.67230193,2818,8230,6585,WASHINGTON D.C.,US,38.866667,-77.033333,38,52,N,77,2,W,CP03,12289,S,RN,E,N,N,N,Y,Y,N,N,N, ,3,M, , ,Y,Y, ,Y, , , ,N,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S
-12280395.1593446,2773730.35958448,2819,15920,15700,LA PAZ,MX,24.166667,-110.316667,24,10,N,110,19,W,153,21125,S,CN,G,Y,Y, ,Y, ,P,E,L,K,4,M, ,Y,Y, ,Y,Y,Y, , ,N,Y, , ,Y, , ,Y,Y,Y, ,Y,Y, , , ,Y,Y, , , , , , , , , ,Y,Y,N,Y,Y,Y,Y, , , , ,C, , 
-9098513.04750356,5426835.26546853,2820,3730,3640,GODERICH,CA,43.75,-81.733333,43,45,N,81,44,W,GLV2,14871,S,CB,E,N,N,Y,N,N,M,M,M, ,0,L,Y,Y,Y,N, ,Y, , , , ,Y,Y,Y, ,Y,Y, , , ,Y,Y, , , , ,Y, , ,N, , , , , , , , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,B, , 
-7610542.5205668,5483514.40518241,2821,6740,6585,FRENCHBORO,US,44.116667,-68.366667,44,7,N,68,22,W,CP01,13313,V,CN,F,Y,N,N,Y, ,M,P,P, ,11,M,Y,Y,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , , , , 
-8836912.24413937,5406310.84169767,2822,3000,2820,TORONTO,CA,43.616667,-79.383333,43,37,N,79,23,W,C302,CA2085,M,CN,E,N,Y,Y,Y,Y,L,A,L,L,0,L, , ,Y,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,N,Y, ,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B,S, 
-8575311.44077517,4693063.64429579,2823,8240,6585,ALEXANDRIA,US,38.8,-77.033333,38,48,N,77,2,W,CP03,12289,S,RN,E,N,N,N,N,Y,M,N,N, ,3,M, , ,N,N, ,Y, , , ,N,N,Y, , ,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N, , , , , , , , ,Y, , , ,Y,Y,Y,Y,Y,Y,C, ,S
-9061406.55057247,5532748.24587043,2824,3750,3640,PORT ELGIN,CA,44.433333,-81.4,44,26,N,81,24,W,GLV2,14871,V,CB,G,N,N,Y,N,N,O,O,P, ,0,M,Y,Y,N,N,Y,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , ,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, , 
-7619819.14479958,5488684.44791228,2825,6750,6585,MINTURN,US,44.15,-68.45,44,9,N,68,27,W,CP01,13313,V,CN,G,Y,N,N,Y,N,P,K,Q, ,10,M, , ,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y, , , , , 
-12983563.2761888,3745821.25233681,2826,15990,15700,ENSENADA,MX,31.866667,-116.633333,31,52,N,116,38,W,153,21021,M,CB,G, , , ,Y, ,J,N,L, ,2,L,Y, ,Y, ,Y,Y,Y, ,Y, ,Y,Y, , , , ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y,Y, , , ,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, , 
-8859176.14229802,5396065.69676217,2827,3010,2820,PORT CREDIT,CA,43.55,-79.583333,43,33,N,79,35,W,C302,CA2070,V,CB,E,N,Y,Y,Y,N,P,M,L, ,0,L, , ,N,Y,Y,Y, , , ,Y,Y,Y,N, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , ,Y, , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S
-8519651.69537854,4598278.50165221,2828,8245,6585,PINEY POINT,US,38.133333,-76.533333,38,8,N,76,32,W,CP03,12233,V,RN,E,N,N,N,N,Y,N,N,J,K,2,L, , ,N,N,Y,Y, , , ,Y,Y, , , , , ,Y,Y,N, , , , , , ,Y, , , , , , , , , , , , , , , ,Y,Y,Y, , , , , , 
-7619819.14479958,5486099.06177674,2829,6760,6585,SWANS ISLAND,US,44.133333,-68.45,44,8,N,68,27,W,CP01,13313,V,CN,G,Y,N,N,Y,N,N,N,P, ,10,M, , ,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C, , 
-9059551.22572592,5543147.2038618,2830,3760,3640,SOUTHAMPTON,CA,44.5,-81.383333,44,30,N,81,23,W,GLV2,CA2292,V,CB,P,N,N,Y,N,N,P,O,P, ,0,M,Y, ,Y,N, ,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,B, , 
-7608687.19572025,5501622.34381059,2831,6770,6585,BASS HARBOR,US,44.233333,-68.35,44,14,N,68,21,W,CP01,13316,V,CN,F,Y,N,N,Y,N,P,P,P, ,10,M, , ,N,N,N,N,Y, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y,Y,B, ,S
-13035512.3718923,3811538.14679853,2832,15995,15700,ROSARITO,MX,32.366667,-117.1,32,22,N,117,6,W,153,21140,V,OR,P,N,Y,N,Y, , ,C,G,H,0,L,Y, , ,N,Y,Y,Y, , ,N,N,Y, ,Y, , ,Y,Y, , , ,Y, , , ,Y, , , , , , , , , , ,N,N,N,N,N,Y,N,N,N,N,N,N, , 
-8861031.46714458,5388389.27281933,2833,3015,2820,CLARKSON,CA,43.5,-79.6,43,30,N,79,36,W,C302,CA2070,V,OR,F,N,Y,Y,Y,N,M,J,M,M,0,L,N, ,N,N,Y,Y, , , ,Y,N, , , , , ,Y, ,Y, ,Y, , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , 
-8515941.04568543,4471680.54169649,2834,8250,6585,YORKTOWN,US,37.233333,-76.5,37,14,N,76,30,W,CP03,12241,V,RN,E,N,N,N,Y,Y,J,K,N,J,2,L, , ,Y,N,Y,Y, , , , , ,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,C, ,S
-7616108.49510647,5550954.22762416,2835,6780,6585,ELLSWORTH,US,44.55,-68.416667,44,33,N,68,25,W,CP01,13316,V,RN,F,N,N,Y,Y,N,P,P,P, ,0,M, , ,N,N,N,N,N, , ,N,N,Y,N, ,Y, , , ,Y,Y,Y, , , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y, , ,C, ,S
-9091091.74811734,5663600.84651225,2836,3770,3640,TOBERMORY,CA,45.266667,-81.666667,45,16,N,81,40,W,GLV2,CA2274,V,CN,E, , ,Y, , ,M,H,N, ,0,M,Y,Y,Y,N,Y,Y, , , ,N,N,N,N, , , , ,N,N, ,Y, , , , ,Y, , ,N, , , , , , , , , , , ,Y,Y,Y,Y,Y,Y,Y,C, , 
-8868452.7665308,5378163.92273972,2837,3020,2820,OAKVILLE,CA,43.433333,-79.666667,43,26,N,79,40,W,C302,CA2070,V,CB,E,N,N,Y,Y,Y,P,O,O,L,0,M, , ,Y,Y,Y,Y, , , , , ,Y, , ,Y, , , ,Y,Y,Y, , , , ,Y, , ,Y, , , , , , , ,N, , , , ,Y,Y,Y,Y, , ,C, , 
-7634661.74357201,5506802.63108863,2838,6790,6585,BROOKLIN,US,44.266667,-68.583333,44,16,N,68,35,W,CP01,13316,V,CN,F,N,N,Y,N,N,O,M,P, ,0,M,Y, ,N,N,N,N,N, , ,N,N,Y,N, ,Y, , , , , ,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y,N,N, , ,C, ,S
-8549336.89292341,4513709.60920217,2839,8260,6585,WEST POINT,US,37.533333,-76.8,37,32,N,76,48,W,CP03,12243,V,RN,E,N,N,N,Y, ,N,N,N,O,3,M, , ,N,N,N,Y, , , , , ,Y,Y, ,Y, , , , ,Y,Y, , , , , , , ,N, , , , , , , , , , , , ,Y,Y, ,Y,Y,Y,C, ,M
-13044788.9961251,3857756.30712425,2840,16010,16000,SAN DIEGO,US,32.716667,-117.183333,32,43,N,117,11,W,CP07,18773,M,CN,E,N,N,N,Y, ,J,J,K,K,4,L, ,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M
