X,Y,FID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
-10111520.4137223,3505692.3680513,1,8895,8650,CONVENT,US,30.016667,-90.833333,30,1,N,90,50,W,CP05,11352,S,RN,F, , , ,Y, , , , ,J,0,M, , , , ,Y,Y,Y,Y, ,Y, , ,Y, ,Y, , , ,Y,Y,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , 
-10612458.1222921,3471454.98192683,2,9235,8650,DEER PARK,US,29.75,-95.333333,29,45,N,95,20,W,CP05,11325,V,RN,G, , , ,Y,Y,G,K, ,L,0,L, ,Y, , ,Y,Y, , ,Y, ,Y, , , ,Y, ,Y,Y, , , , , , , ,Y, , , , , , , , , , ,Y, , , , , , , , , , , , ,S
13662612.1700278,-540545.450456069,3,52270,51970,RAHA ROADSTEAD,ID,-4.85,122.733333,4,51,S,122,44,E,163,72131,V,OR,F, , , , , ,N,L, ,N,0,M, , , , , , , , , , , , , , ,Y, , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
-3892471.52807147,-938451.586756636,4,12740,12700,PORTO DE SUAPE,BR,-8.4,-34.966667,8,24,S,34,58,W,124,24222,S,CB,G,Y,Y,N,Y,Y,G,G,K,G,2,L,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, ,Y,Y,Y,Y,Y, , ,Y,Y, ,Y, , , , , , , ,Y, , , , , ,Y,Y,Y, , ,N,L,S
3603040.85200895,3450102.88104034,5,48055,47950,AIN SUKHNA TERMINAL,EG,29.583333,32.366667,29,35,N,32,22,E,172,62195/4,L,OR,F, , , ,Y, , ,A, ,A,2,L,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , ,Y, , ,Y, , , , , , , , , , , , ,Y,N,Y,Y, , ,N, , 
4254259.87314961,2747316.5742472,6,48121,48100,KING FAHD PORT,SA,23.95,38.216667,23,57,N,38,13,E,172,62172,V,CB,P,N,N,N,Y, ,G, ,F,A,1,M, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,N, ,Y,Y,Y, , ,Y,Y, ,Y,Y, , , , ,Y, , , , ,Y,Y,Y,Y,Y,Y,Y, ,C, , 
4742210.30779345,1704571.1352082,7,48155,48143,RAS ISA MARINE TERMINAL,YE,15.133333,42.6,15,8,N,42,36,E,172,62292,L, , , , , ,Y,Y, ,A, ,J,3,M,Y,Y, , ,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y, , , ,Y,Y, , ,Y,N,N,N,Y, , , , , ,Y,N,N,N, ,N,N,N, ,Y,N, ,N, , 
12675579.3516608,2567647.15251636,8,57777,57740,SHEKOU,CN,22.466667,113.866667,22,28,N,113,52,E,161,93721,M,CN,G,Y,N,N,Y, ,H,H,F,J,1,M,Y,Y,Y,N,Y,Y,Y, , ,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y, , , , ,Y,Y, , ,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,C, ,S
11990964.4832821,-656083.633753123,9,50340,50020,ARDJUNA OIL FIELD,ID,-5.883333,107.716667,5,53,S,107,43,E,163,71018,V,OR,P, , , ,Y, ,B,K, ,B,0,M, , ,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y, , , ,N, , ,N, , , , , , , ,Y, , , , ,N,N,N,N, , ,N, , 
13590254.5010121,4909633.71170532,10,60230,59850,BAYUQUAN,CN,40.3,122.083333,40,18,N,122,5,E,157,94380,V,OR,F,Y, ,Y, , ,G,J,J,J,8,M, ,Y,N, ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, , ,Y,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , ,S
7961198.91656561,2381944.74764902,11,48730,48610,PIPAVAV BANDAR,IN,20.916667,71.516667,20,55,N,71,31,E,173,63080,S,CN,G,Y,N,N,Y,N,G,L,G,H,3,L,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y, , , ,N,L,L
13536450.0804621,-464240.581310782,12,52295,51970,POMALAA,ID,-4.166667,121.6,4,10,S,121,36,E,163,BA2640,V,CN,F,N,N,N,N, ,N,L,M, ,0,M, , ,Y,N,Y,N,Y,Y,Y,N,Y,Y, ,Y, , ,Y,Y,Y, ,Y,Y, , , ,Y, , ,N,N,N,N,N,N,N,N,Y, , , , ,N,Y,N,N, , , , , 
13291547.2007169,-572206.082733751,13,52320,51970,UJUNG PANDANG,ID,-5.133333,119.4,5,8,S,119,24,E,163,72161,M,CB,F,Y,Y,N,Y, ,K,B,K,L,2,M, , ,Y,N,Y,Y,Y,Y,Y,N,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, , , ,Y,Y, , ,Y,Y,Y,Y,N,N,N,Y,Y, ,Y,Y,Y,C,S,S
13388024.0927377,1666161.58190881,14,58395,57960,SUBIC BAY,PH,14.8,120.266667,14,48,N,120,16,E,162,91286,M,CN,E,Y,Y, , ,Y,A,A,J,K,0,L,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y, ,Y,Y,Y, , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y, , , ,C,M, 
13328653.697648,-72359.2211479382,15,52350,51970,DONGGALA,ID,-0.65,119.733333,0,39,S,119,44,E,163,72171,V,OR,F, ,Y, , , ,A,A,P,P,4, , , ,Y, ,Y,N, , , , , ,Y,Y,Y, , ,Y,Y,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y,N,N, , ,D, , 
13968740.7697093,402873.120622172,16,52440,52400,TAHUNA,ID,3.616667,125.483333,3,37,N,125,29,E,164,73341,V,CN,G, , , , , ,O,A,O, ,3,M,N, , , ,Y, , , , , , ,Y, ,Y, , ,Y,Y, , , ,Y, , , ,Y, , , , , , , , , , ,Y, , , , ,N,N, , , , , , , 
12720107.1479781,2581707.02222622,17,57857,57855,YANTIAN,CN,22.583333,114.266667,22,35,N,114,16,E,161,93730,S,CN,E,Y,Y, ,Y,Y,G,B,G,M,1,M, , ,Y, ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y, , ,Y, , , , , ,Y, , , ,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, , , ,C, ,S
14180247.8022165,87202.9844450928,18,52510,52500,TERNATE,ID,0.783333,127.383333,0,47,N,127,23,E,164,73016,V,OR,F, ,Y, ,Y, ,L,A,M,D,1,M,Y, , ,N,Y,Y,Y, , ,Y,Y,Y, ,Y,Y, ,Y, ,Y, , ,Y,Y, , ,Y,Y, , ,Y, ,Y, , ,Y,Y,Y, , , , ,Y,Y,Y, , , ,C, , 
14189524.4264493,-70503.7799394918,19,52523,52520,LABUHA,ID,-0.633333,127.466667,0,38,S,127,28,E,164,73016,V,OR,F, ,Y, ,Y, , ,G,P, ,0, , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , 
14527193.5485222,-345258.912870055,20,52680,52650,BULA,ID,-3.1,130.5,3,6,S,130,30,E,164,73022,V,OR,F, , , ,Y, ,J,B,K, ,1,M, , , , , , ,Y, , , ,Y, , , , ,Y,Y, ,Y, ,Y, , , , ,Y,N, ,N, ,Y, , , , ,Y,N, , , , ,N,Y,N,N, , ,N, , 
14580997.9690723,-150295.219661496,21,52695,52650,SALAWATI,ID,-1.35,130.983333,1,21,S,130,59,E,164,73461,S,RN,P,Y,Y,N,Y, ,F,A, ,H,2,M, , ,Y,N,Y,Y,Y,Y, ,N,Y,Y,Y,Y, , ,Y,Y,Y, , ,Y, , , ,N, , ,N,N, , , , , , ,Y, , , , ,N,Y,N,N,N,N,C, , 
-10122652.3628017,3501407.67875222,22,8893,8650,ST. JAMES,US,29.983333,-90.933333,29,59,N,90,56,W,CP05,11352,S,RN,F, , , ,Y, , , , ,J,0,M, , , , ,Y,Y,Y,Y, , , , ,Y, ,Y, , , ,Y,Y,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , 
14267448.0700046,-410309.504738891,23,52720,52650,AMBON,ID,-3.683333,128.166667,3,41,S,128,10,E,164,73441,S,CN,F,N,N,N,Y,Y,J,J,J,L,5,M,Y,Y,Y,N,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y, , , ,Y, , ,N,Y,Y,Y, , ,Y,Y,Y, , , , ,Y,Y,Y, ,Y,Y,C, , 
14146851.9549785,-365699.200434245,24,52760,52735,NAMLEA,ID,-3.283333,127.083333,3,17,S,127,5,E,164,73018,V,CN,F, , , , , ,P,C,P, ,2, , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14616249.1411568,-891590.231096248,25,52870,52850,SAUMLAKI,ID,-7.983333,131.3,7,59,S,131,18,E,164,73006,V,CN,G, , , , , ,N,A,N,N,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , ,D, , 
17660837.2143529,6992251.9276904,26,62600,62530,PETROPAVLOVSK,RU,53.05,158.65,53,3,N,158,39,E,155,96500,V,CN,G,Y,Y, ,Y,Y,J,C,K, ,5,M, , ,Y, ,Y, ,Y, , , , , , ,Y, , ,Y, , ,Y,Y, , ,Y, ,Y,Y, ,N,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y, ,Y,Y,A,M, 
15167280.6205835,-211545.807784802,27,52940,52900,SERUI,ID,-1.9,136.25,1,54,S,136,15,E,164,73032,V,CN,F,Y,Y, , , ,J,A,N,J,5,L,Y, , , , , , ,Y, , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
14926088.3905314,-96480.5712413553,28,53010,52900,MANOKWARI ROAD,ID,-0.866667,134.083333,0,52,S,134,5,E,164,73034,V,CN,G,N,N,N,N, ,K,A,O, ,1,M,N, , , ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y, ,Y,Y,Y, , ,Y, , , ,Y, , , ,Y,Y,Y, ,Y, ,Y,Y, , , , ,Y,Y,Y,N, , ,C,S,L
13477079.6853723,-304388.75294757,29,52235,51970,MANGKASA OIL TERMINAL,ID,-2.733333,121.066667,2,44,S,121,4,E,163,BA2640,S,OR,P,N,N,N,N, ,K,C, ,K,2,L, , ,Y,N,Y,Y,Y, ,Y,N,Y, , ,Y, , ,Y,Y,Y, ,Y, , , , ,Y,N, ,N, , , , , , , ,Y, , , , ,N,N,N,N,N,N,N, , 
13645914.2464088,-441920.474384888,30,52240,51970,KENDARI,ID,-3.966667,122.583333,3,58,S,122,35,E,163,73271,V,CN,G, , , ,N,Y,G,E,M, ,1,M,N, , , ,Y,Y,Y,Y, ,Y,N,Y, ,Y, , ,Y,Y,Y, , ,Y, , , ,Y, , , , ,Y, , , , ,Y,Y, , , , ,Y,Y, ,Y, , ,D, , 
18477180.1468369,7400779.18915312,31,62630,62530,NIKOL SKOYE,RU,55.2,165.983333,55,12,N,165,59,E,155,96740,V,CN,P, , ,Y, , ,H,J, , ,4, , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , ,D, , 
14584708.6187654,-144727.756288489,32,53045,52900,KASIM TERMINAL,ID,-1.3,131.016667,1,18,S,131,1,E,164,73461,L,OR,P,Y,Y, ,Y,Y,F,A,M,N,1,M,Y, , , ,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y,Y, ,Y, , , , , ,N, ,N,Y,Y, , ,Y,Y, ,Y, , , , , ,Y,N,N, , ,N, , 
12586523.7590261,363840.840579565,33,51585,51550,BINTULU PORT,MY,3.266667,113.066667,3,16,N,113,4,E,163,71401/2,S,CB,P,Y,N,N,Y,N,H,C,H,G,1,L,Y,Y,N,N,Y,Y,Y, , ,N,Y, ,Y,Y,Y, ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y, , ,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,N,N,C,S, 
-19284246.4550881,9456369.74278528,34,62640,62530,PROVIDENIYA,RU,64.416667,-173.233333,64,25,N,173,14,W,155,96645,V,CN,G,N,N,Y,Y,N,A,A,K,L,2, , , , , ,Y,Y,Y, ,Y, ,Y, , , ,Y,Y,Y,Y,Y,N,Y, ,Y, , , , , ,Y,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , 
12686711.3007401,488427.111719412,35,51590,51550,MIRI,MY,4.383333,113.966667,4,23,N,113,58,E,163,71343,S,RN,F,N,Y,N, , ,P,L,P, ,2,M, , ,Y,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , ,Y,N, ,N, ,Y, , ,Y,Y, , , , , , , ,Y, , ,Y,N,C, ,M
12690421.9504332,497731.471379366,36,51600,51550,LUTONG,MY,4.466667,114,4,28,N,114,0,E,163,71343,S,OR,F, ,Y, ,Y, ,B,L, ,H,4,L, , ,Y,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, , ,Y,Y,Y, , ,Y, , , ,Y,N, ,N, ,Y, , ,Y,Y, , , , , , ,Y, ,Y,Y,N,N,N, , 
18069008.6805949,10950410.5365689,37,62660,62530,AMBARCHIK,RU,69.633333,162.316667,69,38,N,162,19,E,183,41100,V,CN,F, , ,Y, , ,O,L,P, ,0, ,Y, , , , ,Y, , , , , , , , , , , , , ,Y,Y,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y,Y, , , ,B, , 
12809162.7406127,561030.17605465,38,51620,51610,MUARA HARBOR,BN,5.033333,115.066667,5,2,N,115,4,E,163,71331,S,CN,G,N,N,N,Y, ,L,K,L,L,3,M, , , ,Y,Y,Y,Y, , ,Y,Y, , ,Y,Y, ,Y, ,Y, , ,Y, , , ,Y,Y, ,N, ,Y, , , ,Y, ,Y, , , , , ,Y,Y,Y,Y,Y,C, , 
12788754.1673006,544269.526161322,39,51630,51610,BANDAR SERI BEGAWAN,BN,4.883333,114.883333,4,53,N,114,53,E,163,71331/0,S,RN,G, , , , , ,N,J,N,N,5, ,Y, ,Y, , , ,Y, , , , ,Y, , ,Y,Y, , ,Y, ,Y,Y,Y, , ,Y, , , , ,Y, , , , ,Y,Y, , , , ,Y,Y, ,Y, , ,C, , 
14345371.7135599,11622380.6204339,40,62670,62530,TIKSI,RU,71.633333,128.866667,71,38,N,128,52,E,183,800,S,CN,F, , ,Y, , ,M,M,M,P,1, , , , , , ,Y, , , , , , , , , , ,Y, ,Y, ,Y,Y, , , ,Y, , , ,Y,Y,Y, , ,Y,Y, , , , , , ,Y,Y, , , ,C, , 
12725673.1225177,514481.996256396,41,51645,51610,SERIA OIL LOADING TERMINAL,BN,4.616667,114.316667,4,37,N,114,19,E,163,71330,V,OR,P,N,Y,N,Y, , ,N, ,L,2,L, , ,Y,N,Y,Y,Y,Y,Y,N,N, , ,Y,Y,Y,Y,Y,Y, ,Y, , , , ,Y,N, ,N, , , , , , , , , , , ,N,Y,Y,Y,N,N,N,C, , 
12827715.9890782,588973.239334317,42,51680,51650,VICTORIA,MY,5.283333,115.233333,5,17,N,115,14,E,163,71333,S,CN,E,Y,Y,N,N, ,M, ,M,H,2,L, , ,Y,N,Y,N,Y, , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y, , , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y,Y,Y,A,M,S
12920482.231406,667275.541041055,43,51690,51650,KOTA KINABALU,MY,5.983333,116.066667,5,59,N,116,4,E,163,71325,M,CN,F,N,Y,Y,Y, ,L,F,K,M,1,L, , ,Y, ,Y,N,Y, , , ,Y,Y,Y, , , ,Y, ,Y,Y,Y,Y,Y, , ,Y,N, ,N, ,Y, ,Y, , , ,Y, , , , , ,Y,Y,Y, , ,C, ,S
18957709.2820945,10977117.8189003,44,62680,62530,PEVEK,RU,69.716667,170.3,69,43,N,170,18,E,183,41060,V,CN,G, , , ,Y, ,K,J,N,N,0,L, ,Y, , , , , , , , , , , , , ,Y, , ,Y, ,Y,Y,Y, , ,Y, , , , ,Y, , , ,Y,Y, , , , , , ,Y,Y, , , ,C, , 
8963074.33370508,12316623.4510713,45,62695,62530,PORT DIKSON,RU,73.5,80.516667,73,30,N,80,31,E,183,42141,V,CN,G, , ,Y, ,N,J,M,J,N,1,M, , , , ,Y,N,N,N, , , ,Y, ,Y,N,N,Y,Y,Y,N,Y,Y, , , ,Y,Y, ,Y,Y,Y, , , , ,Y, , , , , ,Y,Y,Y, , , ,C, , 
9399075.6726454,10961080.868757,46,62710,62530,UST-PORT,RU,69.666667,84.433333,69,40,N,84,26,E,183,800,V,RN,G, , ,Y, , ,L,K,L, ,0, , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
9592029.45668707,10876182.9499566,47,62720,62530,DUDINKA,RU,69.4,86.166667,69,24,N,86,10,E,183,800,M,RN,G, , ,Y,Y, ,M,L,M,P,0,M, , , , , ,Y, , ,Y, , , , , ,Y, , ,Y,Y,Y,Y,Y, , , ,Y, , , , ,Y,Y, , ,Y,Y, , , , , , , ,Y, , , ,C, , 
9640267.90269749,10295149.0074407,48,62730,62530,IGARKA,RU,67.483333,86.6,67,29,N,86,36,E,183,800,S,RN,G,N,N,Y,Y,N,E,J,L,J,0,M,Y, ,Y,N,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , ,Y,N, ,N, , ,Y, , , ,Y,Y, , , , ,Y,Y,Y,Y,N,N,C, , 
8115190.87882964,10348648.5845358,49,62740,62530,MYS NOVYY PORT,RU,67.666667,72.9,67,40,N,72,54,E,183,804,V,RN,F, , ,Y, , ,M,N,N, ,2, , , , , , ,Y, , , , , , , , , , ,Y, , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , 
5899933.0120435,10343767.805999,50,62770,62530,NAR YAN-MAR,RU,67.65,53,67,39,N,53,0,E,183,804,V,RN,F,N,N,Y,Y, ,O,N,M, ,2,M,Y,Y,Y,N,Y,Y,Y, ,Y, , ,Y, , , , ,Y,Y,Y, ,Y, , , , ,N, , ,Y, ,Y,Y, , ,Y,Y,Y,Y, , , , ,Y,Y, , , ,C, , 
14608827.8417706,4019853.83052532,51,61690,61100,UBE,JP,33.933333,131.233333,33,56,N,131,14,E,159,97251,M,CB,F,N,N,N,N,Y,J,K,H,C,4,M, , ,Y,N,Y,N,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,Y, , ,Y, , ,Y, ,Y, , , ,Y,Y,Y, , , , , ,Y,Y,Y, , ,C,S,M
15553188.1886669,4195635.59611823,52,61410,61100,URAGA KO,JP,35.233333,139.716667,35,14,N,139,43,E,158,97144,V,CN,F, , , , , ,F,H, , ,1,M, , , , , , ,Y, ,Y, , , , , ,Y,Y, , , ,Y,Y, , , , ,Y, , , , , ,Y, ,Y, , ,Y, , , , ,Y,Y, , , , ,A,S, 
15440013.373027,4182015.40636637,53,61415,61100,TAGONOURA,JP,35.133333,138.7,35,8,N,138,42,E,158,97164/5,M,RB,G, , , ,Y,Y,L, ,L,L,1,L,Y, , , ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y,Y, , , ,Y,N, ,N,Y,Y, , , , , ,Y,Y,Y,Y,Y, ,Y,Y, , , ,C,M,M
15467843.2457254,4118674.23677268,54,61420,61100,SHIMODA KO,JP,34.666667,138.95,34,40,N,138,57,E,158,97166/7,V,CB,F,N,N,N,Y, ,N,N,N, ,1, , , , , ,Y,N,Y,Y, ,Y,Y, , , ,Y,Y, ,Y,Y, ,Y,Y, , , ,Y,Y, , ,Y,Y, , , , , ,Y, , , , ,Y,Y,Y,Y, , ,C,S, 
15388064.2773235,4109654.73355267,55,61425,61100,OMAEZAKI KO,JP,34.6,138.233333,34,36,N,138,14,E,158,97159,S,CB,G, , , ,Y, ,J,L,H,N,2,M,N, , , ,Y,N,Y, , , ,Y,Y, ,Y, , ,Y,Y, , ,Y,N, , , , , , , ,Y,Y,N,N,N,Y,N,Y, , , , , ,Y,Y, , , ,C, , 
15417749.4748684,4166146.30821736,56,61460,61100,SIMIZU KO,JP,35.016667,138.5,35,1,N,138,30,E,158,97163,S,CN,F,N,N,N,Y,N,C,A,G,B,2,M,Y,Y,Y, ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y, ,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y, ,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,C,S,S
15245204.2641388,4143515.38091163,57,61470,61100,KINUURA KO,JP,34.85,136.95,34,51,N,136,57,E,158,97181,S,CN,F,N,N,N,Y, ,J,G,J,H,2,L,Y, ,Y,N,Y,Y,Y,Y,Y,N,Y,Y, ,Y, , ,Y,Y, ,Y,Y,Y, , , ,Y, , ,Y, , , , , , , ,Y,N,N,N,N,Y,Y,Y, , , ,C, ,S
15274889.4616837,4138994.70260694,58,61475,61100,GAMAGORI KO,JP,34.816667,137.216667,34,49,N,137,13,E,158,97188,S,OR,G, , , ,Y, ,K,J,K,N,2,L, , ,Y,N,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y, ,Y, ,Y,N,Y, , ,Y,Y, ,N,Y,Y, , ,Y,Y, ,Y, , , , ,Y,Y,Y, , , ,C, ,S
15235927.639906,4172944.57243419,59,61480,61100,NAGOYA KO,JP,35.066667,136.866667,35,4,N,136,52,E,158,97184,M,CB,G,N,N,N,Y,Y,F,F,F,A,2,L,Y,Y,Y,Y,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,A,S,M
15209953.0920543,4159352.19935812,60,61490,61100,YOKKAICHI,JP,34.966667,136.633333,34,58,N,136,38,E,158,97187/3,M,CB,G,Y,Y,N,Y,Y,J,H,G,B,4,M,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y, ,Y, , ,Y,Y,Y,Y, ,Y,Y, , , , ,Y,Y,Y, , ,C, ,M
15202531.7926681,4109654.73355267,61,61495,61100,MATSUSAKA,JP,34.6,136.566667,34,36,N,136,34,E,158,97181,S,CN,F, ,Y, ,Y, ,M,J,M, ,3, ,Y, , ,N,Y,Y,Y, , , ,Y,Y, , , , , ,Y, ,Y, , , , , ,Y, , , , , , , , , ,Y, , , , , , ,Y, , , , , , ,S
15234072.3150595,4093888.00236231,62,61500,61100,TOBA,JP,34.483333,136.85,34,29,N,136,51,E,158,97182,S,CN,F,N,Y,N,Y, ,L,G,N, ,4, ,Y, , , ,Y,Y,Y, , , , , , , , , , , , ,Y,Y,Y, , , ,Y,Y, ,N, , , , , , , , , , , , , ,Y, , , , ,D,S,S
15163569.9708904,4037757.24728273,63,61515,61100,OWASE,JP,34.066667,136.216667,34,4,N,136,13,E,158,97205,V,CB,F,N,N,N,Y, ,G,P, ,E,0,L,Y, ,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,N,Y, , , , , ,Y, , , , , , , , , , , , , , , , ,Y,Y, , , ,C, ,S
15068948.4037161,3990820.43611328,64,61540,61100,TANABE KO,JP,33.716667,135.366667,33,43,N,135,22,E,158,97200,V,CN,F,Y,Y,N,Y, ,K,A,K, ,2,M, , ,Y,N,Y,N,Y,Y, , ,Y,Y, , , , ,Y,Y,Y, , ,Y, , , ,Y, , , , , ,N, , , , ,Y, , , , , ,Y,Y, , , ,C, , 
15050395.1552506,4048961.18870881,65,61543,61100,KAINAN,JP,34.15,135.2,34,9,N,135,12,E,159,97207,S,CB,F,Y, , ,Y,Y,J,D,J,H,4,L,Y, , , ,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y, , ,Y, , , , ,Y, , , , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , ,N, , 
13007682.499194,768099.034496107,66,51710,51650,KUDAT,MY,6.883333,116.85,6,53,N,116,51,E,163,71314,V,OR,F,N,N,N,Y,Y,J,J,M, ,2,L, , ,Y,N,Y,N,Y, , ,N,N,Y,Y, , , ,Y, ,Y, ,Y, , , , ,Y,Y, ,N, , , , , , , ,Y, , , , , ,Y,Y, , , ,C, , 
13148687.1875322,650488.43703801,67,51720,51650,PELABUHAN SANDAKAN,MY,5.833333,118.116667,5,50,N,118,7,E,163,71311,S,CN,G,N,Y,N,Y,Y,K,F,N,K,2,M,Y, ,Y,N,Y,N,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y, , ,Y,Y, ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,N,Y,Y,Y,C, ,M
15042973.8558644,4060176.18921342,68,61545,61100,WAKAYAMA KU,JP,34.233333,135.133333,34,14,N,135,8,E,159,97224,L,CB,F,N,N,N,Y,Y,K,A,G,J,2,L, , ,Y,N,Y,N,Y, ,Y, ,Y,Y, ,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, ,Y, ,Y, ,Y, , , , ,Y,Y,Y,Y, , ,C, ,S
13170951.0856908,559167.692885955,69,51730,51650,LAHAD DATU,MY,5.016667,118.316667,5,1,N,118,19,E,163,72143,V,CN,G, , , , , ,K,A,O,K,2,M,Y, ,Y, ,Y,N,Y, , ,N,Y,Y,Y, , , ,Y, ,Y,Y,Y, , , , ,Y,N, ,N,N,N,N,N,N,N,N,Y, , , , , ,Y,Y, , , ,N, , 
13117146.6651407,386143.240448099,70,51770,51760,TANJUNG ARANG  (BUNYU),ID,3.466667,117.833333,3,28,N,117,50,E,163,72130,V,CN,F, , , , , ,M,H, ,H,0,M, , , , ,Y,Y, , , , , ,Y, , , ,Y, , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , 
